PROJECT_ID,SAMPLE_ID,MATRIX,COLLECT_DATE,LAB_SAMPLE_ID,SAMPLE_TYPE,LOCATION,REC_DATE,RUN_DATE_TIME,ANL_BATCH,PRP_BATCH,EXTRACTION_CODE,EXTRACTED_DATE,ANALYTE,DISSOLVED,CAS_NUMBER,ANALYTE_FLAG,ANALYTICAL_METHOD,RESULT,RESULTFLAG,TEXT_RESULT,MDL,REPDL,UNITS,ANALYTICAL_CUT,INITIAL_WT_VOL,FINAL_VOL,PCT_SOLIDS,TDF,AMOUNT_SPIKED,PERCENT_RECOVERED,REC_LIMIT_LOW,REC_LIMIT_HIGH,INITIAL_CONC,SAMPLE_RPD,RPD_LIMIT_LOW,RPD_LIMIT_HIGH,REP_SIG_DIGS,ALLOWABLE_LIMIT,ANALYSIS_GROUP,METHOD_ORDER,ANALYTE_ORDER,ANALYST,LOQ,LOD,DL
,CCV for HBN 1746998 (MMS/9598),1,,1362047,CCV,,10/27/2016 13:33,10/27/2016 10:01,MMS9598,,,,Lead,.,7439-92-1,N,SW6020A,0.202,=,,,0.0001,mg/L,1,100,100,,,0.2,101,90,110,,,,,3,,Metals by ICP/MS,15,13,VDL,0.0002,0.0001,6.20E-05
,CCV for HBN 1746998 (MMS/9598),1,,1362049,CCV,,10/27/2016 13:33,10/27/2016 13:02,MMS9598,,,,Lead,.,7439-92-1,N,SW6020A,0.205,=,,,0.0001,mg/L,1,100,100,,,0.2,103,90,110,,,,,3,,Metals by ICP/MS,15,13,VDL,0.0002,0.0001,6.20E-05
,CCV for HBN 1746998 (MMS/9598),1,,1362053,CCV,,10/27/2016 13:41,10/27/2016 11:12,MMS9598,,,,Lead,.,7439-92-1,N,SW6020A,0.208,=,,,0.0001,mg/L,1,100,100,,,0.2,104,90,110,,,,,3,,Metals by ICP/MS,15,13,VDL,0.0002,0.0001,6.20E-05
,CCV for HBN 1746998 (MMS/9598),1,,1362054,CCV,,10/27/2016 13:42,10/27/2016 12:04,MMS9598,,,,Lead,.,7439-92-1,N,SW6020A,0.2,=,,,0.0001,mg/L,1,100,100,,,0.2,99.8,90,110,,,,,3,,Metals by ICP/MS,15,13,VDL,0.0002,0.0001,6.20E-05
,CCV for HBN 1746998 (MMS/9598),1,,1362055,CCV,,10/27/2016 13:55,10/27/2016 13:38,MMS9598,,,,Lead,.,7439-92-1,N,SW6020A,0.21,=,,,0.0001,mg/L,1,100,100,,,0.2,105,90,110,,,,,3,,Metals by ICP/MS,15,13,VDL,0.0002,0.0001,6.20E-05
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,"1,2-Dichloroethane",.,107-06-2,N,SW8260B,33.5,=,,,0.25,ug/L,1,5,5,,,30,112,80,120,,,,,3,,Volatile GC/MS,90,7,CRD,0.5,0.25,0.15
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,"1,2-Dichloroethane-D4 (surr)",.,17060-07-0,S,SW8260B,104,=,,,0,%,1,5,5,,,30,104,80,120,,,,,3,,Volatile GC/MS,90,62,CRD,0,0,0
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,SW8260B,108,=,,,0,%,1,5,5,,,30,108,80,120,,,,,3,,Volatile GC/MS,90,69,CRD,0,0,0
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,Benzene,.,71-43-2,N,SW8260B,31.9,=,,,0.2,ug/L,1,5,5,,,30,106,80,120,,,,,3,,Volatile GC/MS,90,1,CRD,0.4,0.2,0.12
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,Ethylbenzene,.,100-41-4,N,SW8260B,30.3,=,,,0.5,ug/L,1,5,5,,,30,101,80,120,,,,,3,,Volatile GC/MS,90,3,CRD,1,0.5,0.31
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,Naphthalene,.,91-20-3,N,SW8260B,24,=,,,5,ug/L,1,5,5,,,30,79.9,80,120,,,,,3,,Volatile GC/MS,90,57,CRD,10,5,3.1
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,o-Xylene,.,95-47-6,N,SW8260B,30.2,=,,,0.5,ug/L,1,5,5,,,30,101,80,120,,,,,3,,Volatile GC/MS,90,58,CRD,1,0.5,0.31
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,P & M -Xylene,.,P & M -Xylene,N,SW8260B,59.6,=,,,1,ug/L,1,5,5,,,60,99.4,80,120,,,,,3,,Volatile GC/MS,90,55,CRD,2,1,0.62
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,Toluene,.,108-88-3,N,SW8260B,30.8,=,,,0.5,ug/L,1,5,5,,,30,103,80,120,,,,,3,,Volatile GC/MS,90,2,CRD,1,0.5,0.31
,CCV for HBN 1747012 (VMS/16336,1,,1362150,CCV,,10/27/2016 17:01,10/25/2016 12:59,VMS16336,,,,Toluene-d8 (surr),.,2037-26-5,S,SW8260B,99.7,=,,,0,%,1,5,5,,,30,99.7,80,120,,,,,3,,Volatile GC/MS,90,68,CRD,0,0,0
,CCV for HBN 1747524 (VFC/13444,1,,1363266,CCV,,11/2/2016 18:07,11/1/2016 12:36,VFC13444,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,123,=,,,0,%,1,5,5,,,0.05,123,75,125,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,CCV for HBN 1747524 (VFC/13444,1,,1363266,CCV,,11/2/2016 18:07,11/1/2016 12:36,VFC13444,,,,Gasoline Range Organics,.,GRO,N,AK101,1.14,=,,,0.05,mg/L,1,5,5,,,1,114,75,125,,,,,3,,Volatile Fuels Department,40,5,ST,0.1,0.05,0.031
,CCV for HBN 1747524 (VFC/13444,1,,1363268,CCV,,11/2/2016 18:07,11/1/2016 19:11,VFC13444,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,122,=,,,0,%,1,5,5,,,0.05,122,75,125,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,CCV for HBN 1747524 (VFC/13444,1,,1363268,CCV,,11/2/2016 18:07,11/1/2016 19:11,VFC13444,,,,Gasoline Range Organics,.,GRO,N,AK101,1.07,=,,,0.05,mg/L,1,5,5,,,1,107,75,125,,,,,3,,Volatile Fuels Department,40,5,ST,0.1,0.05,0.031
,CCV for HBN 1747524 (VFC/13444,1,,1363270,CCV,,11/2/2016 18:07,11/1/2016 22:36,VFC13444,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,112,=,,,0,%,1,5,5,,,0.05,112,75,125,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,CCV for HBN 1747524 (VFC/13444,1,,1363270,CCV,,11/2/2016 18:07,11/1/2016 22:36,VFC13444,,,,Gasoline Range Organics,.,GRO,N,AK101,0.993,=,,,0.05,mg/L,1,5,5,,,1,99.3,75,125,,,,,3,,Volatile Fuels Department,40,5,ST,0.1,0.05,0.031
,CCV for HBN 1747553 (VFC/13449,1,,1363392,CCV,,11/3/2016 11:59,11/2/2016 17:29,VFC13449,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,87.8,=,,,0,%,1,5,5,,,0.05,87.8,75,125,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,CCV for HBN 1747553 (VFC/13449,1,,1363392,CCV,,11/3/2016 11:59,11/2/2016 17:29,VFC13449,,,,Gasoline Range Organics,.,GRO,N,AK101,1.03,=,,,0.05,mg/L,1,5,5,,,1,103,75,125,,,,,3,,Volatile Fuels Department,40,5,ST,0.1,0.05,0.031
,CCV for HBN 1747553 (VFC/13449,1,,1363393,CCV,,11/3/2016 11:59,11/3/2016 0:07,VFC13449,,,,4-Bromofluorobenzene (surr),.,460-00-4,S,AK101,82.2,=,,,0,%,1,5,5,,,0.05,82.2,75,125,,,,,3,,Volatile Fuels Department,40,15,ST,0,0,0
,CCV for HBN 1747553 (VFC/13449,1,,1363393,CCV,,11/3/2016 11:59,11/3/2016 0:07,VFC13449,,,,Gasoline Range Organics,.,GRO,N,AK101,0.998,=,,,0.05,mg/L,1,5,5,,,1,99.8,75,125,,,,,3,,Volatile Fuels Department,40,5,ST,0.1,0.05,0.031
,CCV2 for HBN 1747524 (VFC/1344,1,,1363265,CCV2,,11/2/2016 18:07,11/1/2016 12:17,VFC13444,,,,"1,4-Difluorobenzene (surr)",.,540-36-3,S,SW8021B,94.7,=,,,0,%,1,5,5,,,50,94.7,80,120,,,,,3,,Volatile Fuels Department,40,21,ST,0,0,0
,CCV2 for HBN 1747524 (VFC/1344,1,,1363265,CCV2,,11/2/2016 18:07,11/1/2016 12:17,VFC13444,,,,Benzene,.,71-43-2,N,SW8021B,101,=,,,0.25,ug/L,1,5,5,,,100,101,80,120,,,,,3,,Volatile Fuels Department,40,6,ST,0.5,0.25,0.15
,CCV2 for HBN 1747524 (VFC/1344,1,,1363265,CCV2,,11/2/2016 18:07,11/1/2016 12:17,VFC13444,,,,Ethylbenzene,.,100-41-4,N,SW8021B,103,=,,,0.5,ug/L,1,5,5,,,100,103,80,120,,,,,3,,Volatile Fuels Department,40,8,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363265,CCV2,,11/2/2016 18:07,11/1/2016 12:17,VFC13444,,,,o-Xylene,.,95-47-6,N,SW8021B,99.3,=,,,0.5,ug/L,1,5,5,,,100,99.3,80,120,,,,,3,,Volatile Fuels Department,40,9,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363265,CCV2,,11/2/2016 18:07,11/1/2016 12:17,VFC13444,,,,P & M -Xylene,.,P & M -Xylene,N,SW8021B,201,=,,,1,ug/L,1,5,5,,,200,101,80,120,,,,,3,,Volatile Fuels Department,40,10,ST,2,1,0.62
,CCV2 for HBN 1747524 (VFC/1344,1,,1363265,CCV2,,11/2/2016 18:07,11/1/2016 12:17,VFC13444,,,,Toluene,.,108-88-3,N,SW8021B,105,=,,,0.5,ug/L,1,5,5,,,100,105,80,120,,,,,3,,Volatile Fuels Department,40,7,ST,1,0.5,0.31
,CCV2 for HBN 1747524 (VFC/1344,1,,1363267,CCV2,,11/2/2016 18:07,11/1/2016 18:52,VFC13444,,,,"1,4-Difluorobenzene (surr)",.,540-36-3,S,SW8021B,95.9,=,,,0,%,1,5,5,,,50,95.9,80,120,,,,,3,,Volatile Fuels Department,40,21,ST,0,0,0
,CCV2 for HBN 1747524 (VFC/1344,1,,1363267,CCV2,,11/2/2016 18:07,11/1/2016 18:52,VFC13444,,,,Benzene,.,71-43-2,N,SW8021B,93.3,=,,,0.25,ug/L,1,5,5,,,100,93.3,80,120,,,,,3,,Volatile Fuels Department,40,6,ST,0.5,0.25,0.15
